,Model Type,MSE Score,MSE Raw Score,RMSE Score,Data Correlation,CV round,File
1914,XGBoost,1123491272232.0513,1790369909204.4148,1059948.7120762265,-0.48561140686540505,2,transformed_data__impute__scale__pct_change__sliding_window_log.csv
1915,LightGBM,145935256911014.4,150482346427462.25,12080366.58843656,-0.48561140686540505,2,transformed_data__impute__scale__pct_change__sliding_window_log.csv
1916,XGBoost,1038479535523.8665,98736495300.245,1019058.1610113657,0.3296402693754631,3,transformed_data__impute__scale__pct_change__sliding_window_log.csv
1917,LightGBM,956906214287.1661,249714566543.0394,978215.8321593278,0.3296402693754631,3,transformed_data__impute__scale__pct_change__sliding_window_log.csv
1918,XGBoost,633911008757093.5,14547510318831.402,25177589.415134512,0.5706369002120116,4,transformed_data__impute__scale__pct_change__sliding_window_log.csv
1919,LightGBM,756001982518321.4,1704499574663.3848,27495490.221458524,0.5706369002120116,4,transformed_data__impute__scale__pct_change__sliding_window_log.csv
1920,XGBoost,198763828640495.56,209346775581900.88,14098362.622676987,0.29775776239832785,5,transformed_data__impute__scale__pct_change__sliding_window_log.csv
1921,LightGBM,972547580269705.1,996586961276696.6,31185695.122438833,0.29775776239832785,5,transformed_data__impute__scale__pct_change__sliding_window_log.csv
1922,XGBoost,253.48547466297555,2851869303898.866,15.921227172017097,,1,transformed_data__impute__scale__power__sliding_window_log.csv
1923,LightGBM,1.899115445962011e-05,2851815544994.6357,0.004357884172350168,,1,transformed_data__impute__scale__power__sliding_window_log.csv
1924,XGBoost,56225825.46029923,2851000646066.2417,7498.388190824694,0.24141468013210762,2,transformed_data__impute__scale__power__sliding_window_log.csv
1925,LightGBM,56262416.437715515,2850946895350.029,7500.827716840024,0.24141468013210762,2,transformed_data__impute__scale__power__sliding_window_log.csv
1926,XGBoost,657063505739.4916,2887492342939.976,810594.538434285,0.8732952974371887,3,transformed_data__impute__scale__power__sliding_window_log.csv
1927,LightGBM,667916032454.2389,2863788380973.197,817261.2999856527,0.8732952974371887,3,transformed_data__impute__scale__power__sliding_window_log.csv
1928,XGBoost,28662222898.72939,6129172931031.83,169299.21115802455,0.9604032111966788,4,transformed_data__impute__scale__power__sliding_window_log.csv
1929,LightGBM,6387881664.515968,6650290725356.753,79924.22451620015,0.9604032111966788,4,transformed_data__impute__scale__power__sliding_window_log.csv
1930,XGBoost,8405491522272.055,6438838795671.893,2899222.5720479023,-0.31209510554745135,5,transformed_data__impute__scale__power__sliding_window_log.csv
1931,LightGBM,8273474921572.029,6955940614664.443,2876364.8797696074,-0.31209510554745135,5,transformed_data__impute__scale__power__sliding_window_log.csv
1932,XGBoost,101180.88180818406,1589508.615375662,318.08942423190376,0.38508693787748527,1,transformed_data__impute__scale__power__sliding_window_log.csv
1933,LightGBM,71698.61920977816,1753738.418755902,267.76597843971547,0.38508693787748527,1,transformed_data__impute__scale__power__sliding_window_log.csv
1934,XGBoost,8568.274116364664,2297956.187035215,92.5649724051418,0.93633039380908,2,transformed_data__impute__scale__power__sliding_window_log.csv
1935,LightGBM,657.8560247692718,2505281.9231956755,25.648704153802232,0.93633039380908,2,transformed_data__impute__scale__power__sliding_window_log.csv
1936,XGBoost,4128.7487765896785,2467492.835790691,64.25534045190079,0.9489537132079501,3,transformed_data__impute__scale__power__sliding_window_log.csv
1937,LightGBM,14971.643081512233,2313597.2552203075,122.35866573934285,0.9489537132079501,3,transformed_data__impute__scale__power__sliding_window_log.csv
1938,XGBoost,76648.75964876637,2583268.2050464875,276.8551239344621,0.4707653385440125,4,transformed_data__impute__scale__power__sliding_window_log.csv
1939,LightGBM,99966.58926668149,2691641.512141243,316.1749345958365,0.4707653385440125,4,transformed_data__impute__scale__power__sliding_window_log.csv
1940,XGBoost,187613.55406250304,1366743.0319573518,433.1438029829159,0.6299257335182853,5,transformed_data__impute__scale__power__sliding_window_log.csv
1941,LightGBM,173016.4165792744,1404040.8274003987,415.95242105230545,0.6299257335182853,5,transformed_data__impute__scale__power__sliding_window_log.csv
1942,XGBoost,0.0007903702543650913,45585956.400186636,0.028113524403124757,8.376183148335539e-15,1,transformed_data__impute__scale__power__sliding_window_log.csv
1943,LightGBM,9.055488520297979e-11,45586336.1596538,9.516033060208429e-06,8.376183148335539e-15,1,transformed_data__impute__scale__power__sliding_window_log.csv
1944,XGBoost,355389.9881090834,45390359.23292889,596.1459453096057,0.8982028623957303,2,transformed_data__impute__scale__power__sliding_window_log.csv
1945,LightGBM,355364.6176987266,45390738.176776975,596.1246662391404,0.8982028623957303,2,transformed_data__impute__scale__power__sliding_window_log.csv
1946,XGBoost,62276.246548757525,55155670.72338605,249.55209185410072,0.9813805603044008,3,transformed_data__impute__scale__power__sliding_window_log.csv
1947,LightGBM,12344.045276016497,56984317.127745844,111.10375905439247,0.9813805603044008,3,transformed_data__impute__scale__power__sliding_window_log.csv
1948,XGBoost,108462.5631819292,54490739.89874699,329.3365500243318,0.9866073602321944,4,transformed_data__impute__scale__power__sliding_window_log.csv
1949,LightGBM,21319.68672777866,58115247.260862544,146.01262523418535,0.9866073602321944,4,transformed_data__impute__scale__power__sliding_window_log.csv
1950,XGBoost,205091.51501950124,59919996.00361136,452.87030706318257,0.41183959346492566,5,transformed_data__impute__scale__power__sliding_window_log.csv
1951,LightGBM,203148.8358139831,58797262.25930172,450.7203521186758,0.41183959346492566,5,transformed_data__impute__scale__power__sliding_window_log.csv
1952,XGBoost,7571832711.847227,360062823145.1792,87016.27843022952,0.7443666644098859,1,transformed_data__impute__scale__power__sliding_window_log.csv
1953,LightGBM,7505065125.478787,361676305151.17303,86631.77895829444,0.7443666644098859,1,transformed_data__impute__scale__power__sliding_window_log.csv
1954,XGBoost,13508920.510068621,254735366610.56332,3675.4483413685225,0.0,2,transformed_data__impute__scale__power__sliding_window_log.csv
1955,LightGBM,9858172.35818494,254988867573.52966,3139.772660270953,0.0,2,transformed_data__impute__scale__power__sliding_window_log.csv
1956,XGBoost,688451273.0274614,258399221816.4767,26238.354998502888,0.46871568504288685,3,transformed_data__impute__scale__power__sliding_window_log.csv
1957,LightGBM,837198550.565833,260218368051.51535,28934.383535265322,0.46871568504288685,3,transformed_data__impute__scale__power__sliding_window_log.csv
1958,XGBoost,3067751452.578926,259673139870.67975,55387.2860192565,0.5426444992671734,4,transformed_data__impute__scale__power__sliding_window_log.csv
1959,LightGBM,2753816031.8103037,265062147040.32315,52476.8142307658,0.5426444992671734,4,transformed_data__impute__scale__power__sliding_window_log.csv
1960,XGBoost,4263698787.058021,270563223570.86087,65297.004426374886,0.2899628607438143,5,transformed_data__impute__scale__power__sliding_window_log.csv
1961,LightGBM,1936670113.8877811,291475363657.8292,44007.6142717119,0.2899628607438143,5,transformed_data__impute__scale__power__sliding_window_log.csv
1962,XGBoost,0.0,226964553782708.0,0.0,,1,transformed_data__impute__scale__quantile__relative_transform.csv
1963,LightGBM,0.0,226964553782708.0,0.0,,1,transformed_data__impute__scale__quantile__relative_transform.csv
1964,XGBoost,219239147887273.4,10859788680438.98,14806726.44061723,,2,transformed_data__impute__scale__quantile__relative_transform.csv
1965,LightGBM,0.0,312313111150443.94,0.0,,2,transformed_data__impute__scale__quantile__relative_transform.csv
1966,XGBoost,219239147887273.4,6447184446622.508,14806726.44061723,,3,transformed_data__impute__scale__quantile__relative_transform.csv
1967,LightGBM,0.0,265235414347901.88,0.0,,3,transformed_data__impute__scale__quantile__relative_transform.csv
1968,XGBoost,219449058608893.94,48082073349894.79,14813813.101591837,,4,transformed_data__impute__scale__quantile__relative_transform.csv
1969,LightGBM,1.6914025328014708e+21,1.6923364166767642e+21,41126664498.8561,,4,transformed_data__impute__scale__quantile__relative_transform.csv
1970,XGBoost,8.567016019379205e+26,8.567002001212602e+26,29269465351077.4,,5,transformed_data__impute__scale__quantile__relative_transform.csv
1971,LightGBM,1.3556103146986582e+26,1.3556158886233803e+26,11643067957796.426,,5,transformed_data__impute__scale__quantile__relative_transform.csv
1972,XGBoost,0.0,17103599485960.11,0.0,4.100892133073675e-16,1,transformed_data__impute__scale__quantile__relative_transform.csv
1973,LightGBM,0.0,17103599485960.11,0.0,4.100892133073675e-16,1,transformed_data__impute__scale__quantile__relative_transform.csv
1974,XGBoost,0.0,471382411986.02246,0.0,-5.17178114378526e-17,2,transformed_data__impute__scale__quantile__relative_transform.csv
1975,LightGBM,0.0,471382411986.02246,0.0,-5.17178114378526e-17,2,transformed_data__impute__scale__quantile__relative_transform.csv
1976,XGBoost,0.0,7885954168225.386,0.0,-4.606011672921129e-17,3,transformed_data__impute__scale__quantile__relative_transform.csv
1977,LightGBM,0.0,7885954168225.386,0.0,-4.606011672921129e-17,3,transformed_data__impute__scale__quantile__relative_transform.csv
1978,XGBoost,0.0,3089891473342.979,0.0,-1.5116248003824903e-16,4,transformed_data__impute__scale__quantile__relative_transform.csv
1979,LightGBM,0.0,3089891473342.979,0.0,-1.5116248003824903e-16,4,transformed_data__impute__scale__quantile__relative_transform.csv
1980,XGBoost,0.0,16965942569989.973,0.0,-1.1009443058292017e-16,5,transformed_data__impute__scale__quantile__relative_transform.csv
1981,LightGBM,0.0,16965942569989.973,0.0,-1.1009443058292017e-16,5,transformed_data__impute__scale__quantile__relative_transform.csv
1982,XGBoost,347129157104809.8,346866759990952.9,18631402.44599987,0.0,1,transformed_data__impute__scale__quantile__relative_transform.csv
1983,LightGBM,347129157104809.8,346866759990952.9,18631402.44599987,0.0,1,transformed_data__impute__scale__quantile__relative_transform.csv
1984,XGBoost,2.1545118949129596e+16,2.1549726402309244e+16,146782556.69230455,1.6480577879032143e-17,2,transformed_data__impute__scale__quantile__relative_transform.csv
1985,LightGBM,0.0,5931567003.145415,0.0,1.6480577879032143e-17,2,transformed_data__impute__scale__quantile__relative_transform.csv
1986,XGBoost,1.3488359485390542e+17,1.3485183985905816e+17,367265019.9160076,-2.327164743205724e-16,3,transformed_data__impute__scale__quantile__relative_transform.csv
1987,LightGBM,0.0,2495386629.6847534,0.0,-2.327164743205724e-16,3,transformed_data__impute__scale__quantile__relative_transform.csv
1988,XGBoost,14401521.847736565,98033436044.45763,3794.9337079501884,-3.575503437779465e-16,4,transformed_data__impute__scale__quantile__relative_transform.csv
1989,LightGBM,3.723554432726727e+17,3.7197065516101344e+17,610209343.8097066,-3.575503437779465e-16,4,transformed_data__impute__scale__quantile__relative_transform.csv
1990,XGBoost,18212187.77230692,1096262361005.3196,4267.573991427322,-1.28821487033605e-16,5,transformed_data__impute__scale__quantile__relative_transform.csv
1991,LightGBM,1417290.8826048332,1101724280631.295,1190.5002656886866,-1.28821487033605e-16,5,transformed_data__impute__scale__quantile__relative_transform.csv
1992,XGBoost,0.0,332521398239553.7,0.0,6.195320377670829e-16,1,transformed_data__impute__scale__quantile__relative_transform.csv
1993,LightGBM,0.0,332521398239553.7,0.0,6.195320377670829e-16,1,transformed_data__impute__scale__quantile__relative_transform.csv
1994,XGBoost,0.0,911694619419429.1,0.0,-1.3464425652504075e-16,2,transformed_data__impute__scale__quantile__relative_transform.csv
1995,LightGBM,0.0,911694619419429.1,0.0,-1.3464425652504075e-16,2,transformed_data__impute__scale__quantile__relative_transform.csv
1996,XGBoost,0.0,1207038737685406.0,0.0,3.1160398134861446e-16,3,transformed_data__impute__scale__quantile__relative_transform.csv
1997,LightGBM,0.0,1207038737685406.0,0.0,3.1160398134861446e-16,3,transformed_data__impute__scale__quantile__relative_transform.csv
1998,XGBoost,2056334221692.6284,1537011979733416.0,1433992.4064278125,4.504246702374213e-16,4,transformed_data__impute__scale__quantile__relative_transform.csv
1999,LightGBM,0.0,1567082700262600.5,0.0,4.504246702374213e-16,4,transformed_data__impute__scale__quantile__relative_transform.csv
2000,XGBoost,3.9695716874311265e+23,3.9738358434245805e+23,630045370384.6356,7.136754735597962e-17,5,transformed_data__impute__scale__quantile__relative_transform.csv
2001,LightGBM,0.0,1.1445908126760093e+17,0.0,7.136754735597962e-17,5,transformed_data__impute__scale__quantile__relative_transform.csv
2002,XGBoost,0.0,1.556896011066604e+20,0.0,,1,transformed_data__impute__scale__robust__quantile__relative_transform.csv
2003,LightGBM,0.0,1.556896011066604e+20,0.0,,1,transformed_data__impute__scale__robust__quantile__relative_transform.csv
2004,XGBoost,1.2934618848897008e+20,1.2258310710663324e+18,11373046579.038094,,2,transformed_data__impute__scale__robust__quantile__relative_transform.csv
2005,LightGBM,0.0,1.557558373040817e+20,0.0,,2,transformed_data__impute__scale__robust__quantile__relative_transform.csv
2006,XGBoost,1.2934618848897008e+20,1.2226443811116198e+18,11373046579.038094,,3,transformed_data__impute__scale__robust__quantile__relative_transform.csv
2007,LightGBM,0.0,1.5571987955652497e+20,0.0,,3,transformed_data__impute__scale__robust__quantile__relative_transform.csv
2008,XGBoost,1.2947003111482514e+20,2.3970059386539184e+19,11378489843.332687,,4,transformed_data__impute__scale__robust__quantile__relative_transform.csv
2009,LightGBM,9.978896238501582e+26,9.983196208038155e+26,31589391001571.367,,4,transformed_data__impute__scale__robust__quantile__relative_transform.csv
2010,XGBoost,5.0543476359450466e+32,5.054351029773154e+32,2.248187633616253e+16,,5,transformed_data__impute__scale__robust__quantile__relative_transform.csv
2011,LightGBM,7.997797335572654e+31,7.997783821546434e+31,8943040498383452.0,,5,transformed_data__impute__scale__robust__quantile__relative_transform.csv
2012,XGBoost,0.0,17618544052684.73,0.0,,1,transformed_data__impute__scale__robust__quantile__relative_transform.csv
2013,LightGBM,0.0,17618544052684.73,0.0,,1,transformed_data__impute__scale__robust__quantile__relative_transform.csv
2014,XGBoost,0.0,559729731161.9974,0.0,,2,transformed_data__impute__scale__robust__quantile__relative_transform.csv
2015,LightGBM,0.0,559729731161.9974,0.0,,2,transformed_data__impute__scale__robust__quantile__relative_transform.csv
2016,XGBoost,0.0,8156579266949.144,0.0,,3,transformed_data__impute__scale__robust__quantile__relative_transform.csv
2017,LightGBM,0.0,8156579266949.144,0.0,,3,transformed_data__impute__scale__robust__quantile__relative_transform.csv
2018,XGBoost,0.0,2888316308812.1196,0.0,,4,transformed_data__impute__scale__robust__quantile__relative_transform.csv
2019,LightGBM,0.0,2888316308812.1196,0.0,,4,transformed_data__impute__scale__robust__quantile__relative_transform.csv
2020,XGBoost,0.0,17533967349716.895,0.0,,5,transformed_data__impute__scale__robust__quantile__relative_transform.csv
2021,LightGBM,0.0,17533967349716.895,0.0,,5,transformed_data__impute__scale__robust__quantile__relative_transform.csv
2022,XGBoost,5.5776963764416934e+17,5.575818331643263e+17,746839767.0479052,0.0,1,transformed_data__impute__scale__robust__quantile__relative_transform.csv
2023,LightGBM,5.5776963764416934e+17,5.575818331643263e+17,746839767.0479052,0.0,1,transformed_data__impute__scale__robust__quantile__relative_transform.csv
2024,XGBoost,3.4618852790945505e+19,3.461714671256395e+19,5883778785.010999,1.6480577879032143e-17,2,transformed_data__impute__scale__robust__quantile__relative_transform.csv
2025,LightGBM,0.0,143708714786.1445,0.0,1.6480577879032143e-17,2,transformed_data__impute__scale__robust__quantile__relative_transform.csv
2026,XGBoost,2.1673193474522648e+20,2.1673633407681436e+20,14721818323.333109,-2.327164743205724e-16,3,transformed_data__impute__scale__robust__quantile__relative_transform.csv
2027,LightGBM,0.0,149782779172.77274,0.0,-2.327164743205724e-16,3,transformed_data__impute__scale__robust__quantile__relative_transform.csv
2028,XGBoost,23140469355.93844,262741126243.99936,152119.91768318322,-3.575503437779465e-16,4,transformed_data__impute__scale__robust__quantile__relative_transform.csv
2029,LightGBM,5.983034165186075e+20,5.982771212781396e+20,24460241546.612076,-3.575503437779465e-16,4,transformed_data__impute__scale__robust__quantile__relative_transform.csv
2030,XGBoost,29263474895.599373,1461713854202.2314,171065.70344636406,-1.28821487033605e-16,5,transformed_data__impute__scale__robust__quantile__relative_transform.csv
2031,LightGBM,2277313230.0960703,1782939128806.7927,47721.203150130976,-1.28821487033605e-16,5,transformed_data__impute__scale__robust__quantile__relative_transform.csv
2032,XGBoost,0.0,4.252386455324299e+17,0.0,-6.195320377670829e-16,1,transformed_data__impute__scale__robust__quantile__relative_transform.csv
2033,LightGBM,0.0,4.252386455324299e+17,0.0,-6.195320377670829e-16,1,transformed_data__impute__scale__robust__quantile__relative_transform.csv
2034,XGBoost,0.0,3.945146209303307e+17,0.0,1.3464425652504075e-16,2,transformed_data__impute__scale__robust__quantile__relative_transform.csv
2035,LightGBM,0.0,3.945146209303307e+17,0.0,1.3464425652504075e-16,2,transformed_data__impute__scale__robust__quantile__relative_transform.csv
2036,XGBoost,0.0,4.282485002756868e+17,0.0,-3.1160398134861446e-16,3,transformed_data__impute__scale__robust__quantile__relative_transform.csv
2037,LightGBM,0.0,4.282485002756868e+17,0.0,-3.1160398134861446e-16,3,transformed_data__impute__scale__robust__quantile__relative_transform.csv
2038,XGBoost,8.213492401653563e+17,9.954584759187214e+17,906283200.8623774,-4.504246702374213e-16,4,transformed_data__impute__scale__robust__quantile__relative_transform.csv
2039,LightGBM,0.0,4.410564090400188e+17,0.0,-4.504246702374213e-16,4,transformed_data__impute__scale__robust__quantile__relative_transform.csv
2040,XGBoost,1.5855422016804873e+29,1.585541792369775e+29,398188674083089.3,-7.136754735597962e-17,5,transformed_data__impute__scale__robust__quantile__relative_transform.csv
